num,name,address1,address2,address3,city,state,zip,county,phone
100276,CORAL SPRINGS MEDICAL CENTER,3000 CORAL HILLS DRIVE,NULL,NULL,CORAL SPRINGS,FL,33065,BROWARD,9543443000
100277,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,NULL,NULL,MIAMI,FL,33137,MIAMI-DADE,3057518626
100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO ROAD,NULL,NULL,PEMBROKE PINES,FL,33028,BROWARD,9544365000
100284,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVENUE,NULL,NULL,MIAMI,FL,33155,MIAMI-DADE,3052639270
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVENUE,NULL,NULL,MIRAMAR,FL,33029,BROWARD,9545384810
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NULL,NULL,NAPLES,FL,34119,COLLIER,2393484000
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,NULL,NULL,WEST PALM BEACH,FL,33401,PALM BEACH,5616555511
100288,ST MARY'S MEDICAL CENTER,901 45TH STREET,NULL,NULL,WEST PALM BEACH,FL,33407,PALM BEACH,5618406202
100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,NULL,NULL,WESTON,FL,33331,BROWARD,9546895000
100290,VILLAGES REGIONAL HOSPITAL THE,1451 EL CAMINO REAL,NULL,NULL,THE VILLAGES,FL,32159,SUMTER,3527518000
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,NULL,NULL,MELBOURNE,FL,32935,BREVARD,3217521200
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 WEST,NULL,NULL,MIRAMAR BEACH,FL,32550,WALTON,8502783600
100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,NULL,NULL,CORAL GABLES,FL,33146,MIAMI-DADE,3056662111
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BOULEVARD,NULL,NULL,BRADENTON,FL,34202,MANATEE,9417822100
100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,NULL,NULL,SAINT CLOUD,FL,34769,OSCEOLA,4074983432
100307,ST LUKE'S HOSPITAL,4201 BELFORT ROAD,NULL,NULL,JACKSONVILLE,FL,32216,DUVAL,9042963700
101300,FLORIDA HOSPITAL WAUCHULA,533 W CARLTON RD,NULL,NULL,WAUCHULA,FL,33873,HARDEE,8637733101
101301,SHANDS LIVE OAK REGIONAL MEDICAL CTR,1100 SW 11TH ST,NULL,NULL,LIVE OAK,FL,32060,SUWANNEE,9043621413
101302,CAMPBELLTON GRACEVILLE HOSPITAL,5429 COLLEGE DRIVE,NULL,NULL,GRACEVILLE,FL,32440,JACKSON,8502637201
101307,DOCTOR'S MEMORIAL HOSPITAL,2600 HOSPITAL DR,NULL,NULL,BONIFAY,FL,32425,HOLMES,8505471120
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD ROAD,NULL,NULL,CHIPLEY,FL,32428,WASHINGTON,8506381610
101309,HENDRY REGIONAL MEDICAL CENTER,524 WEST SAGAMORE AVENUE,NULL,NULL,CLEWISTON,FL,33440,HENDRY,8639023033
101310,SHANDS STARKE REGIONAL MEDICAL CENTER,922 EAST CALL ST,NULL,NULL,STARKE,FL,32091,BRADFORD,9043682300
101312,FISHERMEN'S HOSPITAL,3301 OVERSEAS HWY,NULL,NULL,MARATHON,FL,33050,MONROE,3052896414
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,NULL,NULL,DALTON,GA,30720,WHITFIELD,7062726105
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,NULL,NULL,THOMASTON,GA,30286,UPSON,7066478111
110003,SATILLA REGIONAL MEDICAL CENTER,410 DARLING AVENUE,NULL,NULL,WAYCROSS,GA,31501,WARE,9122872500
110004,HUTCHESON MEDICAL CENTER,100 GROSS CRESCENT,NULL,NULL,FORT OGLETHORPE,GA,30742,CATOOSA,7068582101
110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,NULL,NULL,CUMMING,GA,30041,FORSYTH,4048518700
110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,NULL,NULL,ATHENS,GA,30606,CLARKE,7063893930
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,NULL,NULL,ALBANY,GA,31703,DOUGHERTY,2293124053
110008,NORTHSIDE HOSPITAL CHEROKEE,201 HOSPITAL RD PO BOX 906,NULL,NULL,CANTON,GA,30114,CHEROKEE,7707205298
110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",NULL,NULL,ATLANTA,GA,30322,DEKALB,4046868500
110011,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,NULL,NULL,CARROLLTON,GA,30117,CARROLL,7708369580
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,NULL,NULL,VILLA RICA,GA,30180,CARROLL,7704563101
110016,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,NULL,NULL,LAGRANGE,GA,30240,TROUP,7068821411
110018,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,NULL,NULL,COVINGTON,GA,30014,NEWTON,7707867053
110023,GORDON HOSPITAL,1035 RED BUD ROAD,NULL,NULL,CALHOUN,GA,30701,GORDON,7066292895
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,NULL,NULL,SAVANNAH,GA,31412,CHATHAM,9128196000
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,NULL,NULL,BRUNSWICK,GA,31520,GLYNN,9124667000
110026,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,NULL,NULL,ELBERTON,GA,30635,ELBERT,7062132535
110027,COBB MEMORIAL HOSPITAL,577 FRANKLIN SPRINGS STREET,NULL,NULL,ROYSTON,GA,30662,FRANKLIN,7062455034
110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,NULL,NULL,AUGUSTA,GA,30901,RICHMOND,7067229011
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,NULL,NULL,GAINESVILLE,GA,30501,HALL,7705353553
110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,NULL,NULL,CARTERSVILLE,GA,30120,BARTOW,7703878182
110031,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,NULL,NULL,GRIFFIN,GA,30223,SPALDING,7702282721
110032,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,NULL,NULL,TOCCOA,GA,30577,STEPHENS,7062824250
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,NULL,NULL,AUGUSTA,GA,30912,RICHMOND,7067216569
110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,NULL,NULL,MARIETTA,GA,30060,COBB,7707935000
110036,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,NULL,NULL,SAVANNAH,GA,31403,CHATHAM,9123508000
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,NULL,NULL,THOMASVILLE,GA,31792,THOMAS,2292282880
110039,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,NULL,NULL,AUGUSTA,GA,30904,RICHMOND,7064817000
110040,BJC MEDICAL CENTER,70 MEDICAL CENTER DRIVE,NULL,NULL,COMMERCE,GA,30529,JACKSON,7063351101
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,NULL,NULL,DEMOREST,GA,30535,HABERSHAM,7067542161
110042,WELLSTAR PAULDING HOSPITAL,600 W MEMORIAL DR,NULL,NULL,DALLAS,GA,30132,PAULDING,7704454411
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,NULL,NULL,SAVANNAH,GA,31419,CHATHAM,9128194100
110044,PHOEBE SUMTER MEDICAL CENTER,1048 E FORSYTH STREET,NULL,NULL,AMERICUS,GA,31709,SUMTER,2299246011
110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,NULL,NULL,WINDER,GA,30680,BARROW,7703075210
110046,WALTON REGIONAL MEDICAL CENTER,330 ALCOVY STREET,NULL,NULL,MONROE,GA,30655,WALTON,7702671792
110050,MURRAY MEDICAL CENTER,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",NULL,NULL,CHATSWORTH,GA,30705,MURRAY,7065172031
110051,UNION GENERAL HOSPITAL,214 HOSPITAL CIRCLE,NULL,NULL,BLAIRSVILLE,GA,30512,UNION,7067452111
110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,NULL,NULL,ROME,GA,30162,FLOYD,7065096900
110059,HART COUNTY HOSPITAL,"138 W GIBSON STREET,  P O BOX 280",NULL,NULL,HARTWELL,GA,30643,HART,7068566113
110064,"MEDICAL CENTER, THE",710 CENTER ST BOX 951,NULL,NULL,COLUMBUS,GA,31901,MUSCOGEE,7065711000
110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,NULL,NULL,WARNER ROBINS,GA,31093,HOUSTON,4789224281
110071,APPLING HOSPITAL,163 E TOLLISON STREET,NULL,NULL,BAXLEY,GA,31513,APPLING,9123679841
110073,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",NULL,NULL,FITZGERALD,GA,31750,BEN HILL,2294247100
110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,NULL,NULL,ATHENS,GA,30606,CLARKE,7064757000
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,NULL,NULL,STATESBORO,GA,30458,BULLOCH,9124861500
110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,NULL,NULL,DECATUR,GA,30033,DEKALB,4045011000
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,NULL,NULL,ATLANTA,GA,30308,FULTON,4046864411
110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",NULL,NULL,ATLANTA,GA,30303,FULTON,4045894252
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,NULL,NULL,ATLANTA,GA,30342,FULTON,6788435720
110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,NULL,NULL,ATLANTA,GA,30309,FULTON,4046055000
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,NULL,NULL,SANDERSVILLE,GA,31082,WASHINGTON,4782402100
110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,NULL,NULL,LAWRENCEVILLE,GA,30045,GWINNETT,6784424310
110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,NULL,NULL,DOUGLAS,GA,31533,COFFEE,2293841900
110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",NULL,NULL,CONYERS,GA,30012,ROCKDALE,7709183000
110092,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,NULL,NULL,EASTMAN,GA,31023,DODGE,4784484067
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,NULL,NULL,TIFTON,GA,31793,TIFT,2293827120
110100,JEFFERSON HOSPITAL,1067 PEACHTREE ST,NULL,NULL,LOUISVILLE,GA,30434,JEFFERSON,4786257000
110101,MEMORIAL HOSPITAL OF ADEL INC,706 N PARRISH,NULL,NULL,ADEL,GA,31620,COOK,2298968077
110104,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,NULL,NULL,CORDELE,GA,31015,CRISP,2292763100
110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,NULL,NULL,MOULTRIE,GA,31768,COLQUITT,2299853420
110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,NULL,NULL,MACON,GA,31201,BIBB,4786336805
110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,NULL,NULL,SWAINSBORO,GA,30401,EMANUEL,4782891304
110111,MCDUFFIE REGIONAL MEDICAL CENTER,"521 HILL STREET, SW",NULL,NULL,THOMSON,GA,30824,MCDUFFIE,7065951411
110112,BERRIEN COUNTY HOSPITAL,1221 EAST MCPHERSON STREET,NULL,NULL,NASHVILLE,GA,31639,BERRIEN,2295437100
110113,BURKE MEDICAL CENTER,351 LIBERTY ST,NULL,NULL,WAYNESBORO,GA,30830,BURKE,7065544435
110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,NULL,NULL,ATLANTA,GA,30312,FULTON,4042654000
110121,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",NULL,NULL,CAIRO,GA,39828,GRADY,2293770251
110122,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET,NULL,NULL,VALDOSTA,GA,31603,LOWNDES,2293331020
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,NULL,NULL,JESUP,GA,31545,WAYNE,9125303302
110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,NULL,NULL,DUBLIN,GA,31021,LAURENS,4782743100
110128,MEADOWS REGIONAL MEDICAL CENTER INC,1703 MEADOWS LN,NULL,NULL,VIDALIA,GA,30474,TOOMBS,9125378921
110129,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,NULL,NULL,COLUMBUS,GA,31995,MUSCOGEE,7065964020
110130,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,NULL,NULL,OCILLA,GA,31774,IRWIN,2294683845
110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,NULL,NULL,BAINBRIDGE,GA,39819,DECATUR,2292463500
110135,TAYLOR REGIONAL HOSPITAL,1297 MACON HIGHWAY,NULL,NULL,HAWKINSVILLE,GA,31036,PULASKI,4787830200
110142,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,NULL,NULL,CLAXTON,GA,30417,EVANS,9127395105
110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,NULL,NULL,AUSTELL,GA,30106,COBB,7707324000
110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,NULL,NULL,SAINT MARYS,GA,31558,CAMDEN,9125766401
110150,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,NULL,NULL,MILLEDGEVILLE,GA,31061,BALDWIN,4784543550
110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,NULL,NULL,PERRY,GA,31069,HOUSTON,4789873600
110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",NULL,NULL,ATLANTA,GA,30342,FULTON,4048518000
110163,PALMYRA MEDICAL CENTERS,2000 PALMYRA RD BOX 1908,NULL,NULL,ALBANY,GA,31701,DOUGHERTY,2294342000
110164,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,NULL,NULL,MACON,GA,31217,BIBB,4787654100
110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",NULL,NULL,RIVERDALE,GA,30274,CLAYTON,7709918160
110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,NULL,NULL,ROME,GA,30165,FLOYD,7068023012
110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,NULL,NULL,AUGUSTA,GA,30909,RICHMOND,7066516008
110183,EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,NULL,NULL,SMYRNA,GA,30080,COBB,7704340710
110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,NULL,NULL,DOUGLASVILLE,GA,30134,DOUGLAS,7709491500
110186,DOCTORS HOSPITAL,616 19TH STREET,NULL,NULL,COLUMBUS,GA,31901,MUSCOGEE,7064944262
110187,CHESTATEE REGIONAL HOSPITAL,227 MOUNTAIN DR,NULL,NULL,DAHLONEGA,GA,30533,LUMPKIN,7068646136
110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,NULL,NULL,BLUE RIDGE,GA,30513,FANNIN,7066323711
110190,FLINT RIVER HOSPITAL,"509 SUMTER STREET, BOX 770",NULL,NULL,MONTEZUMA,GA,31063,MACON,4784723100
110191,"HENRY MEDICAL CENTER, INC",1133 EAGLE'S LANDING PARKWAY,NULL,NULL,STOCKBRIDGE,GA,30281,HENRY,6786041000
110192,EMORY EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,NULL,NULL,SNELLVILLE,GA,30078,GWINNETT,7707362498
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,NULL,NULL,DONALSONVILLE,GA,39845,SEMINOLE,2295245217
110198,NORTH FULTON REGIONAL HOSPITAL,3000 HOSPITAL BOULEVARD,NULL,NULL,ROSWELL,GA,30076,FULTON,7707512500
110200,HUGHSTON HOSPITAL,100 FRIST COURT,NULL,NULL,COLUMBUS,GA,31909,MUSCOGEE,7064942100
110201,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,NULL,NULL,MACON,GA,31210,BIBB,4787575990
110203,WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",NULL,NULL,ATLANTA,GA,30329,DEKALB,4047286250
110205,NORTH GEORGIA MEDICAL CENTER,1362 SOUTH MAIN STREET,NULL,NULL,ELLIJAY,GA,30540,GILMER,7062764741
110209,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,NULL,NULL,MOULTRIE,GA,31788,COLQUITT,2299854815
110212,SMITH NORTHVIEW HOSPITAL,4280 NORTH VALDOSTA ROAD,NULL,NULL,VALDOSTA,GA,31602,LOWNDES,2296712002
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,NULL,NULL,FAYETTEVILLE,GA,30214,FAYETTE,7707197071
110219,SOUTH FULTON MEDICAL CENTER,1170 CLEVELAND AVENUE,NULL,NULL,EAST POINT,GA,30344,FULTON,4043053550
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,NULL,NULL,JASPER,GA,30143,PICKENS,7063015269
110226,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,NULL,NULL,LITHONIA,GA,30058,DEKALB,4045018040
110229,"PIEDMONT NEWNAN HOSPITAL, INC",60 HOSPITAL ROAD,NULL,NULL,NEWNAN,GA,30263,COWETA,7703044054
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,NULL,NULL,JOHNS CREEK,GA,30097,CHATTOOGA,6784747000
111302,BLECKLEY MEMORIAL HOSPITAL,145 EAST PEACOCK STREET,NULL,NULL,COCHRAN,GA,31014,BLECKLEY,4789346211
111303,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,NULL,NULL,MONTICELLO,GA,31064,JASPER,7064686411
111306,EFFINGHAM COUNTY HOSPITAL,459 GA HIGHWAY 119 SOUTH,NULL,NULL,SPRINGFIELD,GA,31329,EFFINGHAM,9127540160
111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,NULL,NULL,HOMERVILLE,GA,31634,CLINCH,9124875211
111310,PEACH REGIONAL MEDICAL CENTER,"601 BLUE BIRD BOULEVARD, P0 BOX 1799",NULL,NULL,FORT VALLEY,GA,31030,PEACH,4788258691
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,NULL,NULL,EATONTON,GA,31024,PUTNAM,7064852711
111314,PIONEER COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,NULL,NULL,BLAKELY,GA,39823,EARLY,2297234241
111315,CHARLTON MEMORIAL HOSPITAL,2449 THIRD STREET,NULL,NULL,FOLKSTON,GA,31537,CHARLTON,9124962531
111318,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,NULL,NULL,FORSYTH,GA,31029,MONROE,4789942521
111319,SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,NULL,NULL,JACKSON,GA,30233,BUTTS,7707757861
111320,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,NULL,NULL,BREMEN,GA,30110,HARALSON,7708242210
111324,CHATUGE REGIONAL HOSPITAL,110 EAST MAIN STREET,NULL,NULL,HIAWASSEE,GA,30546,TOWNS,7068962222
111325,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,NULL,NULL,WASHINGTON,GA,30673,WILKES,7066789212
111326,LOUIS SMITH MEMORIAL HOSPITAL,116 WEST THIGPEN AVENUE,NULL,NULL,LAKELAND,GA,31635,LANIER,2294828402
111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,NULL,NULL,ALMA,GA,31510,BACON,9126328961
111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,NULL,NULL,SYLVESTER,GA,31791,WORTH,2297773851
111330,POLK MEDICAL CENTER,424 N MAIN STREET,NULL,NULL,CEDARTOWN,GA,30125,POLK,7707482500
111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,NULL,NULL,CAMILLA,GA,31730,MITCHELL,2293365284
111332,BROOKS COUNTY HOSPITAL,903 N COURT ST,NULL,NULL,QUITMAN,GA,31643,BROOKS,9122636309
111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,NULL,NULL,METTER,GA,30439,CANDLER,9126855741
111335,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,NULL,NULL,HINESVILLE,GA,31310,LIBERTY,9123699438
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,NULL,NULL,HONOLULU,HI,96813,HONOLULU,8085389011
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,NULL,NULL,WAILUKU,HI,96793,MAUI,8084425101
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,NULL,NULL,WAHIAWA,HI,96786,HONOLULU,8086218411
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,NULL,NULL,HILO,HI,96720,HAWAII,8089744700
120006,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,NULL,NULL,KAILUA,HI,96734,HONOLULU,8082635500
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,NULL,NULL,HONOLULU,HI,96817,HONOLULU,8085362236
120010,HAWAII MEDICAL CENTER EAST,2230 LILIHA STREET,NULL,NULL,HONOLULU,HI,96817,HONOLULU,8085476011
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,NULL,NULL,HONOLULU,HI,96819,HONOLULU,8084320000
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,NULL,NULL,LIHUE,HI,96766,KAUAI,8082451103
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,NULL,NULL,KEALAKEKUA,HI,96750,HAWAII,8083229311
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,NULL,NULL,HONOLULU,HI,96813,HONOLULU,8085224000
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,NULL,NULL,AIEA,HI,96701,HONOLULU,8084866000
120027,HAWAII MEDICAL CENTER WEST,91-2141 FORT WEAVER ROAD,NULL,NULL,EWA BEACH,HI,96706,HONOLULU,8086787000
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,NULL,NULL,KAMUELA,HI,96743,HAWAII,8088854444
121303,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,NULL,NULL,KAUNAKAKAI,HI,96748,MAUI,8085535331
121304,KAHUKU MEDICAL CENTER,56-117 PUALALEA STREET,NULL,NULL,KAHUKU,HI,96731,HONOLULU,8082939221
121308,KULA HOSPITAL,100 KOKEA PLACE,NULL,NULL,KULA,HI,96790,MAUI,8088781221
130002,ST LUKES MAGIC VALLEY RMC,650 ADDISON AVENUE WEST,NULL,NULL,TWIN FALLS,ID,83301,TWIN FALLS,2087372103
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,NULL,NULL,LEWISTON,ID,83501,NEZ PERCE,2087432511
130006,ST LUKES REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,NULL,NULL,BOISE,ID,83712,ADA,2083812222
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,NULL,NULL,BOISE,ID,83706,ADA,2083672000
130013,MERCY MEDICAL CENTER,1512 TWELFTH AVENUE ROAD,NULL,NULL,NAMPA,ID,83686,CANYON,2084635533
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,NULL,NULL,CALDWELL,ID,83605,CANYON,2084594641
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,NULL,NULL,IDAHO FALLS,ID,83404,BONNEVILLE,2085296210
130024,BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE,NULL,NULL,SANDPOINT,ID,83864,BONNER,2082631441
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,NULL,NULL,REXBURG,ID,83440,MADISON,2083599801
130028,PORTNEUF MEDICAL CENTER,651 MEMORIAL DRIVE,NULL,NULL,POCATELLO,ID,83201,BANNOCK,2082391000
130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,NULL,NULL,COEUR D'ALENE,ID,83814,KOOTENAI,2086662003
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,NULL,NULL,BOISE,ID,83704,ADA,2083735000
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,NULL,NULL,IDAHO FALLS,ID,83404,BONNEVILLE,2085572700
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,NULL,NULL,POST FALLS,ID,83854,KOOTENAI,2082622300
130067,IDAHO DOCTORS HOSPITAL,350 NORTH MERIDIAN STREET,NULL,NULL,BLACKFOOT,ID,83221,BINGHAM,2087822900
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,NULL,NULL,SALMON,ID,83467,LEMHI,2087565600
131323,ST LUKES WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE,NULL,NULL,KETCHUM,ID,83340,BLAINE,2087278413
131326,CASSIA REGIONAL MEDICAL CENTER,1501 HILAND AVENUE,NULL,NULL,BURLEY,ID,83318,CASSIA,2086784444
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,NULL,NULL,MOSCOW,ID,83843,LATAH,2088832220
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,NULL,NULL,CANTON,IL,61520,FULTON,3096475240
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,NULL,NULL,ALTON,IL,62002,MADISON,6184637300
140007,PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,NULL,NULL,JOLIET,IL,60435,WILL,8157257133
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,NULL,NULL,MELROSE PARK,IL,60160,COOK,7084504924
140010,EVANSTON HOSPITAL,2650 RIDGE AVE,NULL,NULL,EVANSTON,IL,60201,COOK,8474328000
140011,HERRIN HOSPITAL,201 S 14TH ST,NULL,NULL,HERRIN,IL,62948,WILLIAMSON,6189422171
