Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
050135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,NULL,NULL,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,NULL,Number of Cases Too Small,NULL,NULL,   11,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,10.2,No Different than U.S. National Rate,7.0,14.5,   32,,11.0,No Different than U.S. National Rate,7.8,15.4,   61,,NULL,Number of Cases Too Small,NULL,NULL,   10,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,26.2,No Different than U.S. National Rate,21.2,31.9,   40,,18.7,No Different than U.S. National Rate,15.0,22.8,   67,
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,NULL,NULL,PETALUMA,CA,94954,SONOMA,7077781111,15.6,No Different than U.S. National Rate,12.3,19.1,  118,,10.5,No Different than U.S. National Rate,7.9,13.9,  136,, 9.9,No Different than U.S. National Rate,7.4,12.6,  188,,20.2,No Different than U.S. National Rate,16.8,24.0,   91,,26.5,No Different than U.S. National Rate,22.3,30.9,  156,,15.8,No Different than U.S. National Rate,12.8,19.3,  191,
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,NULL,NULL,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333,NULL,Number of Cases Too Small,NULL,NULL,   10,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   17,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   19,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,    4,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   21,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   20,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,NULL,NULL,LOS ANGELES,CA,90027,LOS ANGELES,3237834011,NULL,Number of Cases Too Small,NULL,NULL,   18,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   18,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,    7,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   19,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   15,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,    7,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,NULL,NULL,DOWNEY,CA,90242,LOS ANGELES,5624616007,NULL,Number of Cases Too Small,NULL,NULL,   14,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   21,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   14,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,    9,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   21,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   10,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>
050140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,NULL,NULL,FONTANA,CA,92335,SAN BERNARDINO,9094275500,NULL,Number of Cases Too Small,NULL,NULL,   15,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   24,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,13.1,No Different than U.S. National Rate,8.8,18.9,   37,,NULL,Number of Cases Too Small,NULL,NULL,   12,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   24,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,18.6,No Different than U.S. National Rate,14.5,23.3,   42,
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,NULL,NULL,MONTEREY,CA,93940,MONTEREY,8316245311,16.9,No Different than U.S. National Rate,14.2,20.0,  337,,10.5,No Different than U.S. National Rate,8.5,12.8,  451,,13.0,No Different than U.S. National Rate,10.9,15.4,  538,,17.9,No Different than U.S. National Rate,15.1,21.3,  293,,21.3,Better than U.S. National Rate,18.5,24.5,  511,,15.8,No Different than U.S. National Rate,13.3,18.4,  511,
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,NULL,NULL,LOS ANGELES,CA,90015,LOS ANGELES,2137482411,15.5,No Different than U.S. National Rate,11.9,19.7,   55,, 9.7,No Different than U.S. National Rate,7.1,13.1,  152,,12.8,No Different than U.S. National Rate,9.4,17.0,   78,,21.1,No Different than U.S. National Rate,17.4,25.3,   32,,25.7,No Different than U.S. National Rate,21.7,30.1,  185,,18.6,No Different than U.S. National Rate,15.0,22.9,   85,
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,NULL,NULL,GRASS VALLEY,CA,95945,NEVADA,5302746000,16.6,No Different than U.S. National Rate,13.6,20.0,  117,,13.0,No Different than U.S. National Rate,10.5,15.8,  280,,12.1,No Different than U.S. National Rate,9.9,14.8,  393,,18.7,No Different than U.S. National Rate,15.3,22.7,   64,,24.8,No Different than U.S. National Rate,21.6,28.5,  358,,18.1,No Different than U.S. National Rate,15.4,21.0,  480,
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,NULL,NULL,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4157754321,15.6,No Different than U.S. National Rate,11.9,20.3,   41,,11.3,No Different than U.S. National Rate,8.7,14.4,  182,,13.4,No Different than U.S. National Rate,10.4,17.0,  187,,20.6,No Different than U.S. National Rate,16.4,25.1,   29,,23.6,No Different than U.S. National Rate,19.9,27.9,  203,,16.1,No Different than U.S. National Rate,13.1,19.8,  176,
050153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,NULL,NULL,SAN JOSE,CA,95128,SANTA CLARA,4089472500,17.1,No Different than U.S. National Rate,13.4,21.4,  132,,10.1,No Different than U.S. National Rate,8.1,12.6,  460,,13.0,No Different than U.S. National Rate,10.8,15.6,  492,,19.7,No Different than U.S. National Rate,16.2,23.9,  121,,28.6,Worse than U.S. National Rate,25.5,32.0,  541,,19.4,No Different than U.S. National Rate,16.7,22.4,  482,
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,NULL,NULL,ENCINO,CA,91436,LOS ANGELES,8189955000,14.2,No Different than U.S. National Rate,11.1,17.8,   72,, 9.2,No Different than U.S. National Rate,6.9,12.1,  154,, 8.6,Better than U.S. National Rate,6.6,11.1,  246,,19.3,No Different than U.S. National Rate,15.9,23.1,   54,,25.9,No Different than U.S. National Rate,22.1,30.3,  181,,18.4,No Different than U.S. National Rate,15.4,21.8,  250,
050159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,NULL,NULL,VENTURA,CA,93003,VENTURA,8056526075,17.0,No Different than U.S. National Rate,13.0,21.8,   26,,11.5,No Different than U.S. National Rate,8.5,15.2,   89,,15.0,No Different than U.S. National Rate,11.2,20.0,  106,,NULL,Number of Cases Too Small,NULL,NULL,   15,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,23.9,No Different than U.S. National Rate,19.7,28.7,  113,,16.4,No Different than U.S. National Rate,13.1,20.2,  110,
050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,NULL,NULL,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,19.0,No Different than U.S. National Rate,14.2,24.4,   48,,11.8,No Different than U.S. National Rate,8.1,16.7,   50,,13.0,No Different than U.S. National Rate,9.0,18.2,   88,,20.2,No Different than U.S. National Rate,16.4,24.5,   30,,25.8,No Different than U.S. National Rate,21.0,31.1,   66,,19.2,No Different than U.S. National Rate,15.3,23.9,   92,
050168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,NULL,NULL,FULLERTON,CA,92835,ORANGE,7149923000,16.0,No Different than U.S. National Rate,13.4,18.9,  324,, 9.9,No Different than U.S. National Rate,8.0,12.3,  440,,10.3,No Different than U.S. National Rate,8.1,12.9,  397,,17.1,No Different than U.S. National Rate,14.4,20.1,  306,,23.0,No Different than U.S. National Rate,20.3,26.1,  509,,18.7,No Different than U.S. National Rate,16.0,21.8,  403,
050169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,NULL,NULL,WHITTIER,CA,90602,LOS ANGELES,5266980811,13.3,No Different than U.S. National Rate,10.7,16.5,  243,, 9.6,No Different than U.S. National Rate,7.7,11.9,  350,, 9.1,Better than U.S. National Rate,7.1,11.5,  324,,18.4,No Different than U.S. National Rate,15.5,21.5,  260,,24.6,No Different than U.S. National Rate,21.7,27.9,  428,,18.0,No Different than U.S. National Rate,15.2,21.1,  337,
050174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,NULL,NULL,SANTA ROSA,CA,95405,SONOMA,7075255300,14.9,No Different than U.S. National Rate,12.3,18.0,  294,,13.4,No Different than U.S. National Rate,11.2,15.7,  505,,11.7,No Different than U.S. National Rate,9.7,14.0,  491,,15.2,Better than U.S. National Rate,12.6,18.3,  292,,21.0,Better than U.S. National Rate,18.5,23.9,  559,,15.9,No Different than U.S. National Rate,13.6,18.5,  497,
050179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,NULL,NULL,TURLOCK,CA,95382,STANISLAUS,2096674200,16.9,No Different than U.S. National Rate,13.6,20.5,  153,,13.5,No Different than U.S. National Rate,10.9,16.5,  350,,15.8,Worse than U.S. National Rate,13.3,18.7,  479,,19.0,No Different than U.S. National Rate,15.8,22.7,  107,,24.9,No Different than U.S. National Rate,21.7,28.6,  406,,17.6,No Different than U.S. National Rate,14.9,20.5,  489,
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,NULL,NULL,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,14.0,No Different than U.S. National Rate,11.6,16.6,  286,, 9.5,No Different than U.S. National Rate,7.6,11.7,  382,, 8.9,Better than U.S. National Rate,7.3,10.9,  488,,19.3,No Different than U.S. National Rate,16.4,22.7,  246,,23.4,No Different than U.S. National Rate,20.4,26.7,  455,,16.1,No Different than U.S. National Rate,13.7,18.7,  497,
050189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,NULL,NULL,KING CITY,CA,93930,MONTEREY,8313856000,NULL,Number of Cases Too Small,NULL,NULL,    9,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,11.6,No Different than U.S. National Rate,8.0,16.5,   53,,13.4,No Different than U.S. National Rate,9.6,18.6,   86,,NULL,Number of Cases Too Small,NULL,NULL,    7,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,24.0,No Different than U.S. National Rate,19.5,28.8,   66,,17.0,No Different than U.S. National Rate,13.4,21.2,   86,
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,NULL,NULL,LONG BEACH,CA,90813,LOS ANGELES,5624919000,15.9,No Different than U.S. National Rate,12.5,19.7,   86,,10.7,No Different than U.S. National Rate,8.2,13.9,  149,, 8.4,Better than U.S. National Rate,6.4,10.8,  231,,19.4,No Different than U.S. National Rate,15.9,23.3,   81,,24.9,No Different than U.S. National Rate,21.1,29.1,  172,,16.5,No Different than U.S. National Rate,13.7,19.5,  233,
050192,SIERRA KINGS DISTRICT HOSPITAL,372 W CYPRESS AVE,NULL,NULL,REEDLEY,CA,93654,FRESNO,5596388155,NULL,Number of Cases Too Small,NULL,NULL,   19,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,12.1,No Different than U.S. National Rate,8.6,16.8,   60,,14.7,No Different than U.S. National Rate,11.1,19.0,  170,,NULL,Number of Cases Too Small,NULL,NULL,   14,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,24.2,No Different than U.S. National Rate,19.7,29.5,   65,,17.1,No Different than U.S. National Rate,13.8,21.2,  175,
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,NULL,NULL,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,16.3,No Different than U.S. National Rate,12.4,20.8,  102,,11.5,No Different than U.S. National Rate,8.8,15.0,  231,,13.1,No Different than U.S. National Rate,10.0,16.9,  189,,20.9,No Different than U.S. National Rate,17.3,24.8,   80,,23.8,No Different than U.S. National Rate,20.4,27.9,  284,,17.2,No Different than U.S. National Rate,14.1,20.9,  192,
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,NULL,NULL,FREMONT,CA,94538,ALAMEDA,5107971111,15.7,No Different than U.S. National Rate,12.6,19.3,  187,, 9.6,No Different than U.S. National Rate,7.6,12.2,  382,,12.7,No Different than U.S. National Rate,10.4,15.4,  444,,20.6,No Different than U.S. National Rate,17.2,24.5,  196,,25.5,No Different than U.S. National Rate,22.4,28.9,  464,,19.6,No Different than U.S. National Rate,16.9,22.7,  440,
050196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,NULL,NULL,HANFORD,CA,93230,KINGS,5595832100,NULL,Number of Cases Too Small,NULL,NULL,    3,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,11.0,No Different than U.S. National Rate,7.7,15.4,   40,,12.9,No Different than U.S. National Rate,9.2,17.3,   79,,NULL,Number of Cases Too Small,NULL,NULL,    3,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,24.1,No Different than U.S. National Rate,19.6,29.1,   58,,17.2,No Different than U.S. National Rate,13.7,21.2,   84,
